,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,Latitude,Longitude,city,zipcode,category1,category2,category3,CensusTract
9104,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bikerentals', 'title': 'Bike Rentals'}]","{'latitude': 34.1051892815553, 'longitude': -118.243668233677}",(323) 684-1130,8414.433811322298,spoke-bicycle-cafe-los-angeles-3,https://s3-media3.fl.yelpcdn.com/bphoto/uRUfK4mA_solnmsBUNQnNQ/o.jpg,False,"{'address1': '3050 N Coolidge St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90039', 'country': 'US', 'state': 'CA', 'display_address': ['3050 N Coolidge St', 'Los Angeles, CA 90039']}",Spoke Bicycle Cafe,13236841130.0,$,4.5,192,[],https://www.yelp.com/biz/spoke-bicycle-cafe-los-angeles-3?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.243668233677,34.1051892815553,Los Angeles,90039,Coffee & Tea,Breakfast & Brunch,Bike Rentals,6037187200
9105,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'vegan', 'title': 'Vegan'}]","{'latitude': 34.0979903025286, 'longitude': -118.364359074216}",(323) 745-0157,4756.607750825302,vromage-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/qcweFkOdkAMgN4eVK5XQLA/o.jpg,False,"{'address1': '7988 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7988 W Sunset Blvd', 'Los Angeles, CA 90046']}",Vromage,13237450157.0,$$,5.0,169,"['delivery', 'pickup']",https://www.yelp.com/biz/vromage-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.364359074216,34.0979903025286,Los Angeles,90046,Cheese Shops,Vegan,,6037189800
9106,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.098513, 'longitude': -118.287968}",(323) 644-9760,5221.417899170729,the-sit-down-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/vtAUDGwBjUkYoKO6slZAHg/o.jpg,False,"{'address1': '4518 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['4518 Hollywood Blvd', 'Los Angeles, CA 90027']}",The Sit Down,13236449760.0,$$,4.0,348,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/the-sit-down-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.287968,34.098513,Los Angeles,90027,Pizza,Italian,Breakfast & Brunch,6037191302
9109,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 34.0522237, 'longitude': -118.37115}",(323) 424-4129,9458.986726854855,green-table-cafe-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/sGCuqUXCwfnv80tVl9No9w/o.jpg,False,"{'address1': '5998 W Pico Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90035', 'country': 'US', 'state': 'CA', 'display_address': ['5998 W Pico Blvd', 'Los Angeles, CA 90035']}",Green Table Cafe,13234244129.0,$$,4.5,235,[],https://www.yelp.com/biz/green-table-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.37115,34.0522237,Los Angeles,90035,Cafes,Vegan,Juice Bars & Smoothies,6037216700
9111,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]","{'latitude': 34.1320571899414, 'longitude': -118.344657897949}",(323) 969-9169,1363.507803976104,gala-thai-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/-XDuOqJEnJXvuGvy0ChfZA/o.jpg,False,"{'address1': '3353 Barham Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90068', 'country': 'US', 'state': 'CA', 'display_address': ['3353 Barham Blvd', 'Los Angeles, CA 90068']}",Gala Thai,13239699169.0,$$,4.0,234,"['delivery', 'pickup']",https://www.yelp.com/biz/gala-thai-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.344657897949,34.1320571899414,Los Angeles,90068,Thai,Asian Fusion,Food Delivery Services,6037189701
9113,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 34.1054271303384, 'longitude': -118.316209361902}",(323) 466-1360,3016.7508165979384,locali-healthy-convenience-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/7CRwTyODXNjKv6GW3IaL8A/o.jpg,False,"{'address1': '5825 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5825 Franklin Ave', 'Los Angeles, CA 90028']}",Locali Healthy Convenience,13234661360.0,$$,4.0,363,"['delivery', 'pickup']",https://www.yelp.com/biz/locali-healthy-convenience-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.31620936190201,34.1054271303384,Los Angeles,90028,Sandwiches,Health Markets,Delis,6037189300
9115,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.1058166634156, 'longitude': -118.272855717806}",(323) 522-3320,5910.2210431702915,mi-corazon-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/6s6ERGGACpK0OYlJrRN_Ww/o.jpg,False,"{'address1': '2609 Hyperion Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['2609 Hyperion Ave', 'Los Angeles, CA 90027']}",Mi Corazon,13235223320.0,,4.0,34,[],https://www.yelp.com/biz/mi-corazon-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.272855717806,34.1058166634156,Los Angeles,90027,Mexican,,,6037195201
9116,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.088772, 'longitude': -118.2765986}",(323) 725-7800,6691.47381154463,trois-familia-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/ifT3NP9cOu9_Sy9hI_Rx_g/o.jpg,False,"{'address1': '3510 Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['3510 Sunset Blvd', 'Los Angeles, CA 90026']}",Trois Familia,13237257800.0,$$,3.5,329,[],https://www.yelp.com/biz/trois-familia-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.2765986,34.088772,Los Angeles,90026,Breakfast & Brunch,French,Mexican,6037195902
9117,"[{'alias': 'burmese', 'title': 'Burmese'}]","{'latitude': 34.0825691093273, 'longitude': -118.272252677968}",(213) 413-0568,7492.0764425550815,daw-yee-myanmar-corner-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/aizHi-yS2YQQHaRm5XWRQQ/o.jpg,False,"{'address1': '2837 Sunset Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['2837 Sunset Blvd', 'Los Angeles, CA 90026']}",Daw Yee Myanmar Corner,12134130568.0,$$,4.5,205,['pickup'],https://www.yelp.com/biz/daw-yee-myanmar-corner-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.27225267796801,34.0825691093273,Los Angeles,90026,Burmese,,,6037195600
9120,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 34.1017040063047, 'longitude': -118.338204866344}",(323) 465-4444,3239.55691128829,snow-white-cafe-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/oe-zoWOB2sSGXZZs8Sd4Ig/o.jpg,False,"{'address1': '6769 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6769 Hollywood Blvd', 'Los Angeles, CA 90028']}",Snow White Cafe,13234654444.0,$,3.5,155,['restaurant_reservation'],https://www.yelp.com/biz/snow-white-cafe-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.338204866344,34.1017040063047,Los Angeles,90028,Bars,American (Traditional),,6037190202
9121,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.08506, 'longitude': -118.30883}",(323) 498-5360,5367.7181765052865,conchitas-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/wlg6nQkn_m1tZpG0_ht0fQ/o.jpg,False,"{'address1': '820 N Western Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['820 N Western Ave', 'Los Angeles, CA 90029']}",Conchitas,13234985360.0,$,4.5,182,"['delivery', 'pickup']",https://www.yelp.com/biz/conchitas-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.30883,34.08506,Los Angeles,90029,Salvadoran,Mexican,,6037191610
9122,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 34.1042868132788, 'longitude': -118.291536018424}",(323) 522-3753,4554.03621706498,tacos-tu-madre-los-angeles-4,https://s3-media2.fl.yelpcdn.com/bphoto/Ibw4neLhhRZbuU2AhW3mKg/o.jpg,False,"{'address1': '1824 N Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1824 N Vermont Ave', 'Los Angeles, CA 90027']}",Tacos Tu Madre,13235223753.0,$$,3.5,422,[],https://www.yelp.com/biz/tacos-tu-madre-los-angeles-4?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.291536018424,34.1042868132788,Los Angeles,90027,Mexican,Breakfast & Brunch,Tapas/Small Plates,6037189101
9123,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 34.1179611, 'longitude': -118.2605297}",(323) 426-9461,6541.7968847752845,good-measure-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/WFZ-bI9KuRrOWEloXoADvw/o.jpg,False,"{'address1': '3224 Glendale Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90039', 'country': 'US', 'state': 'CA', 'display_address': ['3224 Glendale Blvd', 'Los Angeles, CA 90039']}",Good Measure,13234269461.0,$$,4.5,55,[],https://www.yelp.com/biz/good-measure-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.2605297,34.1179611,Los Angeles,90039,Wine Bars,Modern European,Tacos,6037187101
9126,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.0762249, 'longitude': -118.3641978}",(323) 653-8009,6747.522169230507,market-provisions-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/rHLdm-csJIrVtdpLc2ahdA/o.jpg,False,"{'address1': '8009 Beverly Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8009 Beverly Blvd', 'Los Angeles, CA 90048']}",Market Provisions,13236538009.0,$$,4.0,216,[],https://www.yelp.com/biz/market-provisions-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3641978,34.0762249,Los Angeles,90048,American (New),Seafood,Wine Bars,6037194500
9127,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 34.044501569573, 'longitude': -118.255992686167}",(213) 213-5307,11666.080024018467,shake-shack-los-angeles-7,https://s3-media4.fl.yelpcdn.com/bphoto/wm0R9fPm2XxEq-bHFgFMFw/o.jpg,False,"{'address1': '400 W 8th St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['400 W 8th St', 'Los Angeles, CA 90014']}",Shake Shack,12132135307.0,$$,3.5,21,[],https://www.yelp.com/biz/shake-shack-los-angeles-7?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.25599268616699,34.044501569573,Los Angeles,90014,Burgers,,,6037207710
9128,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheese', 'title': 'Cheese Shops'}]","{'latitude': 34.075313, 'longitude': -118.323881}",(323) 856-8699,6111.002026855955,larchmont-village-wine-spirits-and-cheese-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/XrGGFJ4dTwlXl1gU_5PuAA/o.jpg,False,"{'address1': '223 N Larchmont Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['223 N Larchmont Blvd', 'Los Angeles, CA 90004']}",Larchmont Village Wine Spirits & Cheese,13238568699.0,$,4.5,808,[],https://www.yelp.com/biz/larchmont-village-wine-spirits-and-cheese-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.323881,34.075313,Los Angeles,90004,"Beer, Wine & Spirits",Sandwiches,Cheese Shops,6037211000
9129,"[{'alias': 'french', 'title': 'French'}, {'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.1054917, 'longitude': -118.3183553}",(323) 465-0807,2932.369729679492,la-poubelle-bistro-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/FfowDzbF_4W9tk0Y4o8f3A/o.jpg,False,"{'address1': '5907 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5907 Franklin Ave', 'Los Angeles, CA 90028']}",La Poubelle Bistro,13234650807.0,$$,3.5,447,['restaurant_reservation'],https://www.yelp.com/biz/la-poubelle-bistro-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.3183553,34.1054917,Los Angeles,90028,French,Brasseries,Cocktail Bars,6037189500
9132,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'peruvian', 'title': 'Peruvian'}]","{'latitude': 34.08321, 'longitude': -118.32848}",(323) 962-2027,5208.858528378124,inti-restaurant-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/cfCunoIBXEUfindvygi5Nw/o.jpg,False,"{'address1': '5870 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['5870 Melrose Ave', 'Los Angeles, CA 90038']}",Inti Restaurant,13239622027.0,$$,4.5,223,[],https://www.yelp.com/biz/inti-restaurant-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.32848,34.08321,Los Angeles,90038,Latin American,Peruvian,,6037192300
9133,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0762049, 'longitude': -118.36968}",(323) 746-5130,6998.387518811898,the-ponte-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/fJ92LvMIkC90FqPhvNbS3g/o.jpg,False,"{'address1': '8265 Beverly Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8265 Beverly Blvd', 'Los Angeles, CA 90048']}",The Ponte,13237465130.0,$$$,4.0,203,[],https://www.yelp.com/biz/the-ponte-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.36968,34.0762049,Los Angeles,90048,Italian,Wine Bars,Breakfast & Brunch,6037194500
9134,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 34.10128, 'longitude': -118.31841}",(323) 462-5073,3383.4194658026177,palms-thai-restaurant-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/7U8SgURqVsrsTjymFyRaug/o.jpg,False,"{'address1': '5900 Hollywood Blvd', 'address2': 'Ste B', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5900 Hollywood Blvd', 'Ste B', 'Los Angeles, CA 90028']}",Palms Thai Restaurant,13234625073.0,$$,4.0,2317,[],https://www.yelp.com/biz/palms-thai-restaurant-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.31841,34.10128,Los Angeles,90028,Seafood,Thai,Soup,6037191000
9135,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.105193, 'longitude': -118.292081}",(323) 666-9961,4451.902666851356,house-of-pies-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/UihwIwmqO9TUfDHRXg8G2g/o.jpg,False,"{'address1': '1869 N Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1869 N Vermont Ave', 'Los Angeles, CA 90027']}",House Of Pies,13236669961.0,$$,3.5,1332,['pickup'],https://www.yelp.com/biz/house-of-pies-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.292081,34.105193,Los Angeles,90027,Diners,Desserts,Breakfast & Brunch,6037189201
9136,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 34.1455610192258, 'longitude': -118.416100869237}",(818) 464-3750,8111.499236472926,hyperion-public-studio-city-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/KELyrfFfMZKCL_D-VI-0jg/o.jpg,False,"{'address1': '12969 Ventura Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '91604', 'country': 'US', 'state': 'CA', 'display_address': ['12969 Ventura Blvd', 'Los Angeles, CA 91604']}",Hyperion Public - Studio City,18184643750.0,$$,4.0,314,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/hyperion-public-studio-city-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.416100869237,34.1455610192258,Los Angeles,91604,Gastropubs,Breakfast & Brunch,Venues & Event Spaces,6037143902
9137,"[{'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 34.095845, 'longitude': -118.287102}",(323) 661-1955,5482.2343168233365,boos-philly-cheesesteaks-silverlake-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/h9pLZE7ohbMbtRST9CsKkQ/o.jpg,False,"{'address1': '4501 Fountain Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90029', 'country': 'US', 'state': 'CA', 'display_address': ['4501 Fountain Ave', 'Los Angeles, CA 90029']}",Boo's Philly Cheesesteaks - Silverlake,13236611955.0,$,4.5,785,"['delivery', 'pickup']",https://www.yelp.com/biz/boos-philly-cheesesteaks-silverlake-los-angeles-2?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.287102,34.095845000000004,Los Angeles,90029,Cheesesteaks,Sandwiches,American (New),6037191302
9141,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 34.0980793863251, 'longitude': -118.344662189484}",(323) 850-6637,3800.98863644074,hoys-wok-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/yxQ_ZxTTYilwaQmWvRBc6A/o.jpg,False,"{'address1': '7105 W Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90046', 'country': 'US', 'state': 'CA', 'display_address': ['7105 W Sunset Blvd', 'Los Angeles, CA 90046']}",Hoy's Wok,13238506637.0,$$,4.0,356,[],https://www.yelp.com/biz/hoys-wok-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.34466218948401,34.098079386325104,Los Angeles,90046,Chinese,,,6037189904
9142,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 34.08847, 'longitude': -118.26875}",(323) 522-6106,7281.332382868728,botanica-restaurant-and-market-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/fFU8IPVmtOz0m6Rt_N1a9g/o.jpg,False,"{'address1': '1620 Silver Lake Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1620 Silver Lake Blvd', 'Los Angeles, CA 90026']}",Botanica Restaurant & Market,13235226106.0,$$,4.0,133,[],https://www.yelp.com/biz/botanica-restaurant-and-market-los-angeles?adjust_creative=5MEFFxLfcqnRxBnn4-zRyQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5MEFFxLfcqnRxBnn4-zRyQ,-118.26875,34.08847,Los Angeles,90026,American (New),Bars,Coffee & Tea,6037195500
